ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
240,St. Francis-PA,NEC,Northeast,1999,women,NCAA,D1,Pablo,Saint Francis University
247,St. Francis-PA,NEC,Northeast,2006,women,NCAA,D1,Pablo,Saint Francis University
265,St. Francis-PA,NEC,Northeast,2002,women,NCAA,D1,Pablo,Saint Francis University
268,St. Francis-PA,NEC,Northeast,2004,women,NCAA,D1,Pablo,Saint Francis University
270,St. Francis-PA,NEC,Northeast,2003,women,NCAA,D1,Pablo,Saint Francis University
275,St. Francis-PA,NEC,Northeast,2021,women,NCAA,D1,Pablo,Saint Francis University
279,St. Francis-PA,NEC,Northeast,2005,women,NCAA,D1,Pablo,Saint Francis University
281,St. Francis-PA,NEC,Northeast,2008,women,NCAA,D1,Pablo,Saint Francis University
282,St. Francis-PA,NEC,Northeast,2000,women,NCAA,D1,Pablo,Saint Francis University
282,St. Francis-PA,NEC,Northeast,2022,women,NCAA,D1,Pablo,Saint Francis University
283,St. Francis-PA,NEC,Northeast,2017,women,NCAA,D1,Pablo,Saint Francis University
285,St. Francis-PA,NEC,Northeast,2007,women,NCAA,D1,Pablo,Saint Francis University
286,St. Francis-PA,NEC,Northeast,2010,women,NCAA,D1,Pablo,Saint Francis University
287,St. Francis-PA,NEC,Northeast,2011,women,NCAA,D1,Pablo,Saint Francis University
288,St. Francis-PA,NEC,Northeast,2012,women,NCAA,D1,Pablo,Saint Francis University
288,St. Francis-PA,NEC,Northeast,2014,women,NCAA,D1,Pablo,Saint Francis University
299,St. Francis-PA,NEC,Northeast,2018,women,NCAA,D1,Pablo,Saint Francis University
303,St. Francis-PA,NEC,Northeast,2001,women,NCAA,D1,Pablo,Saint Francis University
310,St. Francis-PA,NEC,Northeast,2013,women,NCAA,D1,Pablo,Saint Francis University
313,St. Francis-PA,NEC,Northeast,2009,women,NCAA,D1,Pablo,Saint Francis University
314,St. Francis-PA,NEC,Northeast,2015,women,NCAA,D1,Pablo,Saint Francis University
314,St. Francis-PA,NEC,Northeast,2016,women,NCAA,D1,Pablo,Saint Francis University
330,St. Francis-PA,NEC,Northeast,2019,women,NCAA,D1,Pablo,Saint Francis University
,St. Francis-PA,NEC,Northeast,2020,women,NCAA,D1,Pablo,Saint Francis University
337,Stonehill,NEC,Northeast,2022,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,1999,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2000,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2001,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2002,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2003,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2004,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2005,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2006,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2007,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2008,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2009,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2010,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2011,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2012,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2013,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2014,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2015,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2016,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2017,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2018,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2019,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2020,women,NCAA,D1,Pablo,Stonehill College
,Stonehill,NEC,Northeast,2021,women,NCAA,D1,Pablo,Stonehill College
76,Austin Peay,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Austin Peay State University
102,Austin Peay,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Austin Peay State University
117,Austin Peay,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Austin Peay State University
122,Austin Peay,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Austin Peay State University
143,Austin Peay,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Austin Peay State University
149,Austin Peay,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Austin Peay State University
156,Austin Peay,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Austin Peay State University
160,Austin Peay,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Austin Peay State University
164,Austin Peay,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Austin Peay State University
165,Austin Peay,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Austin Peay State University
182,Austin Peay,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Austin Peay State University
183,Austin Peay,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Austin Peay State University
184,Austin Peay,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Austin Peay State University
191,Austin Peay,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Austin Peay State University
201,Austin Peay,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Austin Peay State University
207,Austin Peay,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Austin Peay State University
210,Austin Peay,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Austin Peay State University
216,Austin Peay,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Austin Peay State University
238,Austin Peay,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Austin Peay State University
242,Austin Peay,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Austin Peay State University
254,Austin Peay,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Austin Peay State University
254,Austin Peay,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Austin Peay State University
283,Austin Peay,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Austin Peay State University
,Austin Peay,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Austin Peay State University
94,Belmont,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Belmont University
114,Belmont,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Belmont University
129,Belmont,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Belmont University
142,Belmont,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Belmont University
148,Belmont,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Belmont University
150,Belmont,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Belmont University
152,Belmont,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Belmont University
154,Belmont,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Belmont University
156,Belmont,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Belmont University
160,Belmont,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Belmont University
181,Belmont,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Belmont University
186,Belmont,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Belmont University
189,Belmont,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Belmont University
206,Belmont,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Belmont University
256,Belmont,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Belmont University
262,Belmont,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Belmont University
265,Belmont,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Belmont University
267,Belmont,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Belmont University
272,Belmont,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Belmont University
285,Belmont,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Belmont University
289,Belmont,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Belmont University
301,Belmont,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Belmont University
309,Belmont,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Belmont University
,Belmont,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Belmont University
84,Eastern Illinois,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Eastern Illinois University
114,Eastern Illinois,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Eastern Illinois University
141,Eastern Illinois,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Eastern Illinois University
164,Eastern Illinois,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Eastern Illinois University
180,Eastern Illinois,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Eastern Illinois University
192,Eastern Illinois,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Eastern Illinois University
193,Eastern Illinois,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Eastern Illinois University
199,Eastern Illinois,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Eastern Illinois University
205,Eastern Illinois,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Eastern Illinois University
207,Eastern Illinois,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Eastern Illinois University
216,Eastern Illinois,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Eastern Illinois University
219,Eastern Illinois,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Eastern Illinois University
230,Eastern Illinois,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Eastern Illinois University
231,Eastern Illinois,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Eastern Illinois University
235,Eastern Illinois,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Eastern Illinois University
239,Eastern Illinois,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Eastern Illinois University
241,Eastern Illinois,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Eastern Illinois University
245,Eastern Illinois,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Eastern Illinois University
254,Eastern Illinois,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Eastern Illinois University
260,Eastern Illinois,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Eastern Illinois University
288,Eastern Illinois,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Eastern Illinois University
295,Eastern Illinois,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Eastern Illinois University
303,Eastern Illinois,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Eastern Illinois University
,Eastern Illinois,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Eastern Illinois University
78,Eastern Kentucky,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Eastern Kentucky University
119,Eastern Kentucky,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Eastern Kentucky University
144,Eastern Kentucky,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Eastern Kentucky University
183,Eastern Kentucky,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Eastern Kentucky University
193,Eastern Kentucky,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Eastern Kentucky University
196,Eastern Kentucky,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Eastern Kentucky University
200,Eastern Kentucky,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Eastern Kentucky University
205,Eastern Kentucky,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Eastern Kentucky University
210,Eastern Kentucky,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Eastern Kentucky University
211,Eastern Kentucky,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Eastern Kentucky University
214,Eastern Kentucky,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Eastern Kentucky University
216,Eastern Kentucky,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Eastern Kentucky University
220,Eastern Kentucky,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Eastern Kentucky University
224,Eastern Kentucky,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Eastern Kentucky University
224,Eastern Kentucky,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Eastern Kentucky University
249,Eastern Kentucky,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Eastern Kentucky University
251,Eastern Kentucky,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Eastern Kentucky University
251,Eastern Kentucky,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Eastern Kentucky University
261,Eastern Kentucky,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Eastern Kentucky University
267,Eastern Kentucky,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Eastern Kentucky University
283,Eastern Kentucky,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Eastern Kentucky University
284,Eastern Kentucky,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Eastern Kentucky University
287,Eastern Kentucky,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Eastern Kentucky University
,Eastern Kentucky,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Eastern Kentucky University
71,Jacksonville State,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Jacksonville State University
81,Jacksonville State,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Jacksonville State University
103,Jacksonville State,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Jacksonville State University
114,Jacksonville State,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Jacksonville State University
114,Jacksonville State,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Jacksonville State University
144,Jacksonville State,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Jacksonville State University
152,Jacksonville State,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Jacksonville State University
161,Jacksonville State,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Jacksonville State University
170,Jacksonville State,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Jacksonville State University
177,Jacksonville State,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Jacksonville State University
189,Jacksonville State,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Jacksonville State University
212,Jacksonville State,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Jacksonville State University
223,Jacksonville State,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Jacksonville State University
229,Jacksonville State,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Jacksonville State University
232,Jacksonville State,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Jacksonville State University
232,Jacksonville State,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Jacksonville State University
234,Jacksonville State,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Jacksonville State University
236,Jacksonville State,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Jacksonville State University
240,Jacksonville State,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Jacksonville State University
244,Jacksonville State,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Jacksonville State University
254,Jacksonville State,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Jacksonville State University
274,Jacksonville State,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Jacksonville State University
291,Jacksonville State,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Jacksonville State University
,Jacksonville State,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Jacksonville State University
77,Morehead State,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Morehead State University
87,Morehead State,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Morehead State University
99,Morehead State,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Morehead State University
111,Morehead State,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Morehead State University
116,Morehead State,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Morehead State University
118,Morehead State,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Morehead State University
122,Morehead State,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Morehead State University
136,Morehead State,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Morehead State University
142,Morehead State,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Morehead State University
144,Morehead State,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Morehead State University
146,Morehead State,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Morehead State University
158,Morehead State,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Morehead State University
161,Morehead State,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Morehead State University
165,Morehead State,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Morehead State University
203,Morehead State,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Morehead State University
214,Morehead State,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Morehead State University
228,Morehead State,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Morehead State University
254,Morehead State,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Morehead State University
258,Morehead State,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Morehead State University
272,Morehead State,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Morehead State University
276,Morehead State,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Morehead State University
285,Morehead State,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Morehead State University
287,Morehead State,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Morehead State University
,Morehead State,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Morehead State University
86,Murray State,OVC,Ohio Valley,2003,women,NCAA,D1,Pablo,Murray State University
95,Murray State,OVC,Ohio Valley,2015,women,NCAA,D1,Pablo,Murray State University
103,Murray State,OVC,Ohio Valley,2014,women,NCAA,D1,Pablo,Murray State University
105,Murray State,OVC,Ohio Valley,1999,women,NCAA,D1,Pablo,Murray State University
107,Murray State,OVC,Ohio Valley,2002,women,NCAA,D1,Pablo,Murray State University
123,Murray State,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Murray State University
126,Murray State,OVC,Ohio Valley,2018,women,NCAA,D1,Pablo,Murray State University
132,Murray State,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Murray State University
140,Murray State,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Murray State University
155,Murray State,OVC,Ohio Valley,2021,women,NCAA,D1,Pablo,Murray State University
158,Murray State,OVC,Ohio Valley,2009,women,NCAA,D1,Pablo,Murray State University
165,Murray State,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Murray State University
167,Murray State,OVC,Ohio Valley,2006,women,NCAA,D1,Pablo,Murray State University
184,Murray State,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Murray State University
189,Murray State,OVC,Ohio Valley,2007,women,NCAA,D1,Pablo,Murray State University
197,Murray State,OVC,Ohio Valley,2001,women,NCAA,D1,Pablo,Murray State University
209,Murray State,OVC,Ohio Valley,2000,women,NCAA,D1,Pablo,Murray State University
223,Murray State,OVC,Ohio Valley,2013,women,NCAA,D1,Pablo,Murray State University
247,Murray State,OVC,Ohio Valley,2022,women,NCAA,D1,Pablo,Murray State University
256,Murray State,OVC,Ohio Valley,2004,women,NCAA,D1,Pablo,Murray State University
259,Murray State,OVC,Ohio Valley,2012,women,NCAA,D1,Pablo,Murray State University
260,Murray State,OVC,Ohio Valley,2005,women,NCAA,D1,Pablo,Murray State University
262,Murray State,OVC,Ohio Valley,2011,women,NCAA,D1,Pablo,Murray State University
,Murray State,OVC,Ohio Valley,2020,women,NCAA,D1,Pablo,Murray State University
148,SIUE,OVC,Ohio Valley,2016,women,NCAA,D1,Pablo,Southern Illinois University Edwardsville
157,SIUE,OVC,Ohio Valley,2017,women,NCAA,D1,Pablo,Southern Illinois University Edwardsville
210,SIUE,OVC,Ohio Valley,2008,women,NCAA,D1,Pablo,Southern Illinois University Edwardsville
219,SIUE,OVC,Ohio Valley,2019,women,NCAA,D1,Pablo,Southern Illinois University Edwardsville
221,SIUE,OVC,Ohio Valley,2010,women,NCAA,D1,Pablo,Southern Illinois University Edwardsville
