ranking,school,conference,conference_long,season,gender,league,division,rank_type,school_vm
215,Northwestern State,Southland,Southland,2000,women,NCAA,D1,Pablo,Northwestern State University
219,Northwestern State,Southland,Southland,2007,women,NCAA,D1,Pablo,Northwestern State University
220,Northwestern State,Southland,Southland,2003,women,NCAA,D1,Pablo,Northwestern State University
223,Northwestern State,Southland,Southland,2006,women,NCAA,D1,Pablo,Northwestern State University
233,Northwestern State,Southland,Southland,2011,women,NCAA,D1,Pablo,Northwestern State University
234,Northwestern State,Southland,Southland,2004,women,NCAA,D1,Pablo,Northwestern State University
240,Northwestern State,Southland,Southland,2002,women,NCAA,D1,Pablo,Northwestern State University
249,Northwestern State,Southland,Southland,2001,women,NCAA,D1,Pablo,Northwestern State University
256,Northwestern State,Southland,Southland,2010,women,NCAA,D1,Pablo,Northwestern State University
256,Northwestern State,Southland,Southland,2016,women,NCAA,D1,Pablo,Northwestern State University
260,Northwestern State,Southland,Southland,2008,women,NCAA,D1,Pablo,Northwestern State University
269,Northwestern State,Southland,Southland,2009,women,NCAA,D1,Pablo,Northwestern State University
272,Northwestern State,Southland,Southland,2015,women,NCAA,D1,Pablo,Northwestern State University
277,Northwestern State,Southland,Southland,2022,women,NCAA,D1,Pablo,Northwestern State University
285,Northwestern State,Southland,Southland,2021,women,NCAA,D1,Pablo,Northwestern State University
,Northwestern State,Southland,Southland,2020,women,NCAA,D1,Pablo,Northwestern State University
110,Sam Houston State,Southland,Southland,2012,women,NCAA,D1,Pablo,Sam Houston State University
117,Sam Houston State,Southland,Southland,2021,women,NCAA,D1,Pablo,Sam Houston State University
143,Sam Houston State,Southland,Southland,2016,women,NCAA,D1,Pablo,Sam Houston State University
162,Sam Houston State,Southland,Southland,2011,women,NCAA,D1,Pablo,Sam Houston State University
164,Sam Houston State,Southland,Southland,2010,women,NCAA,D1,Pablo,Sam Houston State University
166,Sam Houston State,Southland,Southland,2019,women,NCAA,D1,Pablo,Sam Houston State University
169,Sam Houston State,Southland,Southland,2005,women,NCAA,D1,Pablo,Sam Houston State University
169,Sam Houston State,Southland,Southland,2018,women,NCAA,D1,Pablo,Sam Houston State University
185,Sam Houston State,Southland,Southland,2004,women,NCAA,D1,Pablo,Sam Houston State University
187,Sam Houston State,Southland,Southland,2009,women,NCAA,D1,Pablo,Sam Houston State University
194,Sam Houston State,Southland,Southland,2002,women,NCAA,D1,Pablo,Sam Houston State University
196,Sam Houston State,Southland,Southland,1999,women,NCAA,D1,Pablo,Sam Houston State University
196,Sam Houston State,Southland,Southland,2014,women,NCAA,D1,Pablo,Sam Houston State University
196,Sam Houston State,Southland,Southland,2015,women,NCAA,D1,Pablo,Sam Houston State University
196,Sam Houston State,Southland,Southland,2017,women,NCAA,D1,Pablo,Sam Houston State University
204,Sam Houston State,Southland,Southland,2001,women,NCAA,D1,Pablo,Sam Houston State University
204,Sam Houston State,Southland,Southland,2003,women,NCAA,D1,Pablo,Sam Houston State University
207,Sam Houston State,Southland,Southland,2013,women,NCAA,D1,Pablo,Sam Houston State University
215,Sam Houston State,Southland,Southland,2022,women,NCAA,D1,Pablo,Sam Houston State University
218,Sam Houston State,Southland,Southland,2008,women,NCAA,D1,Pablo,Sam Houston State University
230,Sam Houston State,Southland,Southland,2006,women,NCAA,D1,Pablo,Sam Houston State University
241,Sam Houston State,Southland,Southland,2007,women,NCAA,D1,Pablo,Sam Houston State University
249,Sam Houston State,Southland,Southland,2000,women,NCAA,D1,Pablo,Sam Houston State University
,Sam Houston State,Southland,Southland,2020,women,NCAA,D1,Pablo,Sam Houston State University
138,Southeastern La.,Southland,Southland,2022,women,NCAA,D1,RPI,Southeastern Louisiana University
145,Southeastern Louisiana,Southland,Southland,2001,women,NCAA,D1,Pablo,Southeastern Louisiana University
155,Southeastern Louisiana,Southland,Southland,2022,women,NCAA,D1,Pablo,Southeastern Louisiana University
175,Southeastern Louisiana,Southland,Southland,2002,women,NCAA,D1,Pablo,Southeastern Louisiana University
191,Southeastern Louisiana,Southland,Southland,2000,women,NCAA,D1,Pablo,Southeastern Louisiana University
196,Southeastern Louisiana,Southland,Southland,2003,women,NCAA,D1,Pablo,Southeastern Louisiana University
212,Southeastern Louisiana,Southland,Southland,2004,women,NCAA,D1,Pablo,Southeastern Louisiana University
220,Southeastern Louisiana,Southland,Southland,2019,women,NCAA,D1,Pablo,Southeastern Louisiana University
234,Southeastern Louisiana,Southland,Southland,2021,women,NCAA,D1,Pablo,Southeastern Louisiana University
235,Southeastern Louisiana,Southland,Southland,1999,women,NCAA,D1,Pablo,Southeastern Louisiana University
247,Southeastern Louisiana,Southland,Southland,2009,women,NCAA,D1,Pablo,Southeastern Louisiana University
257,Southeastern Louisiana,Southland,Southland,2012,women,NCAA,D1,Pablo,Southeastern Louisiana University
262,Southeastern Louisiana,Southland,Southland,2015,women,NCAA,D1,Pablo,Southeastern Louisiana University
271,Southeastern Louisiana,Southland,Southland,2008,women,NCAA,D1,Pablo,Southeastern Louisiana University
281,Southeastern Louisiana,Southland,Southland,2014,women,NCAA,D1,Pablo,Southeastern Louisiana University
283,Southeastern Louisiana,Southland,Southland,2005,women,NCAA,D1,Pablo,Southeastern Louisiana University
283,Southeastern Louisiana,Southland,Southland,2006,women,NCAA,D1,Pablo,Southeastern Louisiana University
285,Southeastern Louisiana,Southland,Southland,2007,women,NCAA,D1,Pablo,Southeastern Louisiana University
292,Southeastern Louisiana,Southland,Southland,2013,women,NCAA,D1,Pablo,Southeastern Louisiana University
293,Southeastern Louisiana,Southland,Southland,2011,women,NCAA,D1,Pablo,Southeastern Louisiana University
295,Southeastern Louisiana,Southland,Southland,2010,women,NCAA,D1,Pablo,Southeastern Louisiana University
302,Southeastern Louisiana,Southland,Southland,2016,women,NCAA,D1,Pablo,Southeastern Louisiana University
306,Southeastern Louisiana,Southland,Southland,2017,women,NCAA,D1,Pablo,Southeastern Louisiana University
315,Southeastern Louisiana,Southland,Southland,2018,women,NCAA,D1,Pablo,Southeastern Louisiana University
,Southeastern Louisiana,Southland,Southland,2020,women,NCAA,D1,Pablo,Southeastern Louisiana University
48,Stephen F. Austin,Southland,Southland,2019,women,NCAA,D1,Pablo,Stephen F. Austin State University
49,Stephen F. Austin,Southland,Southland,2006,women,NCAA,D1,Pablo,Stephen F. Austin State University
68,Stephen F. Austin,Southland,Southland,2018,women,NCAA,D1,Pablo,Stephen F. Austin State University
76,Stephen F. Austin,Southland,Southland,2022,women,NCAA,D1,Pablo,Stephen F. Austin State University
80,Stephen F. Austin,Southland,Southland,2007,women,NCAA,D1,Pablo,Stephen F. Austin State University
87,Stephen F. Austin,Southland,Southland,2005,women,NCAA,D1,Pablo,Stephen F. Austin State University
90,Stephen F. Austin,Southland,Southland,2001,women,NCAA,D1,Pablo,Stephen F. Austin State University
103,Stephen F. Austin,Southland,Southland,2017,women,NCAA,D1,Pablo,Stephen F. Austin State University
111,Stephen F. Austin,Southland,Southland,2004,women,NCAA,D1,Pablo,Stephen F. Austin State University
117,Stephen F. Austin,Southland,Southland,2000,women,NCAA,D1,Pablo,Stephen F. Austin State University
120,Stephen F. Austin,Southland,Southland,2021,women,NCAA,D1,Pablo,Stephen F. Austin State University
122,Stephen F. Austin,Southland,Southland,2009,women,NCAA,D1,Pablo,Stephen F. Austin State University
126,Stephen F. Austin,Southland,Southland,2003,women,NCAA,D1,Pablo,Stephen F. Austin State University
136,Stephen F. Austin,Southland,Southland,2014,women,NCAA,D1,Pablo,Stephen F. Austin State University
147,Stephen F. Austin,Southland,Southland,2002,women,NCAA,D1,Pablo,Stephen F. Austin State University
157,Stephen F. Austin,Southland,Southland,1999,women,NCAA,D1,Pablo,Stephen F. Austin State University
160,Stephen F. Austin,Southland,Southland,2012,women,NCAA,D1,Pablo,Stephen F. Austin State University
162,Stephen F. Austin,Southland,Southland,2016,women,NCAA,D1,Pablo,Stephen F. Austin State University
169,Stephen F. Austin,Southland,Southland,2015,women,NCAA,D1,Pablo,Stephen F. Austin State University
180,Stephen F. Austin,Southland,Southland,2008,women,NCAA,D1,Pablo,Stephen F. Austin State University
206,Stephen F. Austin,Southland,Southland,2011,women,NCAA,D1,Pablo,Stephen F. Austin State University
214,Stephen F. Austin,Southland,Southland,2010,women,NCAA,D1,Pablo,Stephen F. Austin State University
234,Stephen F. Austin,Southland,Southland,2013,women,NCAA,D1,Pablo,Stephen F. Austin State University
,Stephen F. Austin,Southland,Southland,2020,women,NCAA,D1,Pablo,Stephen F. Austin State University
283,Tex. A&M-Commerce,Southland,Southland,2022,women,NCAA,D1,RPI,Texas A&M University-Commerce
82,Texas A&M-Corpus Christi,Southland,Southland,2015,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
93,Texas A&M-Corpus Christi,Southland,Southland,2016,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
112,Texas A&M-Corpus Christi,Southland,Southland,2021,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
132,Texas A&M-Corpus Christi,Southland,Southland,2017,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
149,Texas A&M-Corpus Christi,Southland,Southland,2014,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
149,Texas A&M-Corpus Christi,Southland,Southland,2019,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
172,Texas A&M-Corpus Christi,Southland,Southland,2012,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
174,Texas A&M-Corpus Christi,Southland,Southland,2013,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
190,Texas A&M-Corpus Christi,Southland,Southland,2022,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
197,Texas A&M-Corpus Christi,Southland,Southland,2006,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
236,Texas A&M-Corpus Christi,Southland,Southland,2018,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
238,Texas A&M-Corpus Christi,Southland,Southland,2007,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
239,Texas A&M-Corpus Christi,Southland,Southland,2011,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
240,Texas A&M-Corpus Christi,Southland,Southland,2010,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
255,Texas A&M-Corpus Christi,Southland,Southland,2005,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
256,Texas A&M-Corpus Christi,Southland,Southland,2001,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
263,Texas A&M-Corpus Christi,Southland,Southland,2009,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
266,Texas A&M-Corpus Christi,Southland,Southland,2004,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
268,Texas A&M-Corpus Christi,Southland,Southland,2002,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
271,Texas A&M-Corpus Christi,Southland,Southland,2000,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
276,Texas A&M-Corpus Christi,Southland,Southland,2003,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
280,Texas A&M-Corpus Christi,Southland,Southland,2008,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
,Texas A&M-Corpus Christi,Southland,Southland,1999,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
,Texas A&M-Corpus Christi,Southland,Southland,2020,women,NCAA,D1,Pablo,Texas A&M University-Corpus Christi
301,UIW,Southland,Southland,2022,women,NCAA,D1,RPI,University of the Incarnate Word
141,Houston Christian,Southland,Southland,2012,women,NCAA,D1,Pablo,Houston Baptist University
146,Houston Christian,Southland,Southland,2017,women,NCAA,D1,Pablo,Houston Baptist University
157,Houston Christian,Southland,Southland,2011,women,NCAA,D1,Pablo,Houston Baptist University
175,Houston Christian,Southland,Southland,2021,women,NCAA,D1,Pablo,Houston Baptist University
180,Houston Christian,Southland,Southland,2019,women,NCAA,D1,Pablo,Houston Baptist University
186,Houston Christian,Southland,Southland,2022,women,NCAA,D1,Pablo,Houston Baptist University
203,Houston Christian,Southland,Southland,2018,women,NCAA,D1,Pablo,Houston Baptist University
209,Houston Christian,Southland,Southland,2016,women,NCAA,D1,Pablo,Houston Baptist University
210,Houston Christian,Southland,Southland,2014,women,NCAA,D1,Pablo,Houston Baptist University
212,Houston Christian,Southland,Southland,2008,women,NCAA,D1,Pablo,Houston Baptist University
216,Houston Christian,Southland,Southland,2015,women,NCAA,D1,Pablo,Houston Baptist University
218,Houston Christian,Southland,Southland,2010,women,NCAA,D1,Pablo,Houston Baptist University
241,Houston Christian,Southland,Southland,2013,women,NCAA,D1,Pablo,Houston Baptist University
261,Houston Christian,Southland,Southland,2009,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,1999,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2000,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2001,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2002,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2003,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2004,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2005,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2006,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2007,women,NCAA,D1,Pablo,Houston Baptist University
,Houston Christian,Southland,Southland,2020,women,NCAA,D1,Pablo,Houston Baptist University
274,Texas A&M-Commerce,Southland,Southland,2022,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,1999,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2000,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2001,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2002,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2003,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2004,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2005,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2006,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2007,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2008,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2009,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2010,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2011,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2012,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2013,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2014,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2015,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2016,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2017,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2018,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2019,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2020,women,NCAA,D1,Pablo,Texas A&M University-Commerce
,Texas A&M-Commerce,Southland,Southland,2021,women,NCAA,D1,Pablo,Texas A&M University-Commerce
208,Alabama A&M,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Alabama A&M University
226,Alabama A&M,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Alabama A&M University
237,Alabama A&M,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Alabama A&M University
250,Alabama A&M,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Alabama A&M University
252,Alabama A&M,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Alabama A&M University
260,Alabama A&M,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Alabama A&M University
270,Alabama A&M,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Alabama A&M University
271,Alabama A&M,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Alabama A&M University
277,Alabama A&M,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Alabama A&M University
283,Alabama A&M,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Alabama A&M University
285,Alabama A&M,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Alabama A&M University
285,Alabama A&M,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Alabama A&M University
294,Alabama A&M,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Alabama A&M University
297,Alabama A&M,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Alabama A&M University
305,Alabama A&M,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Alabama A&M University
308,Alabama A&M,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Alabama A&M University
316,Alabama A&M,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Alabama A&M University
318,Alabama A&M,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Alabama A&M University
321,Alabama A&M,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Alabama A&M University
323,Alabama A&M,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Alabama A&M University
336,Alabama A&M,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Alabama A&M University
336,Alabama A&M,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Alabama A&M University
,Alabama A&M,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Alabama A&M University
,Alabama A&M,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Alabama A&M University
230,Alabama State,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Alabama State University
236,Alabama State,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Alabama State University
267,Alabama State,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Alabama State University
282,Alabama State,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Alabama State University
292,Alabama State,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Alabama State University
294,Alabama State,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Alabama State University
296,Alabama State,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Alabama State University
296,Alabama State,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Alabama State University
298,Alabama State,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Alabama State University
301,Alabama State,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Alabama State University
302,Alabama State,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Alabama State University
305,Alabama State,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Alabama State University
306,Alabama State,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Alabama State University
307,Alabama State,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Alabama State University
307,Alabama State,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Alabama State University
309,Alabama State,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Alabama State University
313,Alabama State,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Alabama State University
320,Alabama State,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Alabama State University
323,Alabama State,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Alabama State University
324,Alabama State,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Alabama State University
324,Alabama State,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Alabama State University
325,Alabama State,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Alabama State University
,Alabama State,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Alabama State University
,Alabama State,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Alabama State University
253,Alcorn State,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Alcorn State University
270,Alcorn State,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Alcorn State University
278,Alcorn State,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Alcorn State University
281,Alcorn State,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Alcorn State University
284,Alcorn State,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Alcorn State University
308,Alcorn State,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Alcorn State University
317,Alcorn State,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Alcorn State University
319,Alcorn State,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Alcorn State University
323,Alcorn State,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Alcorn State University
329,Alcorn State,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Alcorn State University
330,Alcorn State,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Alcorn State University
330,Alcorn State,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,Alcorn State University
330,Alcorn State,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,Alcorn State University
330,Alcorn State,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,Alcorn State University
331,Alcorn State,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Alcorn State University
332,Alcorn State,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,Alcorn State University
334,Alcorn State,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,Alcorn State University
334,Alcorn State,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,Alcorn State University
334,Alcorn State,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,Alcorn State University
334,Alcorn State,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Alcorn State University
334,Alcorn State,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,Alcorn State University
337,Alcorn State,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Alcorn State University
340,Alcorn State,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Alcorn State University
,Alcorn State,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,Alcorn State University
286,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
290,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
305,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
306,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
309,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
310,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
315,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
317,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
318,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
318,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
318,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2013,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
318,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2014,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
318,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
325,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2010,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
325,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2019,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
326,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
326,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2012,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
328,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2016,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
329,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
329,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
330,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2018,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
331,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2015,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
332,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
,Arkansas-Pine Bluff,SWAC,Southwestern Athletic,2020,women,NCAA,D1,Pablo,"University of Arkansas, Pine Bluff"
258,Grambling State,SWAC,Southwestern Athletic,2004,women,NCAA,D1,Pablo,Grambling State University
266,Grambling State,SWAC,Southwestern Athletic,1999,women,NCAA,D1,Pablo,Grambling State University
270,Grambling State,SWAC,Southwestern Athletic,2008,women,NCAA,D1,Pablo,Grambling State University
277,Grambling State,SWAC,Southwestern Athletic,2005,women,NCAA,D1,Pablo,Grambling State University
282,Grambling State,SWAC,Southwestern Athletic,2003,women,NCAA,D1,Pablo,Grambling State University
285,Grambling State,SWAC,Southwestern Athletic,2009,women,NCAA,D1,Pablo,Grambling State University
291,Grambling State,SWAC,Southwestern Athletic,2007,women,NCAA,D1,Pablo,Grambling State University
295,Grambling State,SWAC,Southwestern Athletic,2006,women,NCAA,D1,Pablo,Grambling State University
297,Grambling State,SWAC,Southwestern Athletic,2000,women,NCAA,D1,Pablo,Grambling State University
298,Grambling State,SWAC,Southwestern Athletic,2001,women,NCAA,D1,Pablo,Grambling State University
302,Grambling State,SWAC,Southwestern Athletic,2002,women,NCAA,D1,Pablo,Grambling State University
317,Grambling State,SWAC,Southwestern Athletic,2022,women,NCAA,D1,Pablo,Grambling State University
322,Grambling State,SWAC,Southwestern Athletic,2011,women,NCAA,D1,Pablo,Grambling State University
324,Grambling State,SWAC,Southwestern Athletic,2017,women,NCAA,D1,Pablo,Grambling State University
328,Grambling State,SWAC,Southwestern Athletic,2021,women,NCAA,D1,Pablo,Grambling State University
